,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all
MOF868,3.6481,29.5668,32.47,62.37105,784.0,1008.0,2590.0,2016.0,1.0,4.5,7.5,10.5,20.5,65.5,106.5,110.0,1.4641,3.97485,7.59275,8.96005,0.0,-6.885,-2.675,-12.6,0.0,90.0,117.5,222.0,0.0,0.0,0.0,0.0,0.0,6.0,10.5,23.0,0.0,2.16,2.8,5.3,230.4352,449.412,721.4746,876.2034,1033.0,2028.0,2986.0,3186.0,32.0,66.0,104.0,130.0,170.0,416.0,572.0,638.0,14.4488,33.0946,48.688,56.0274,11.8336,10.965,25.8172,29.9022,64.0,60.0,124.0,138.0,1.0,1.25,2.75,3.25,1.75,5.75,8.75,10.0,0.5329,0.702625,1.377875,1.585925,28.09,74.8625,122.8463415,143.7907622,0.0,1.1125,1.955,2.4875,0.0,2.5,6.5,8.75,0.0,0.0,0.0,0.0,0.0,-2.25,-2.0,-2.25,0.0,-0.05,0.12,0.2,0.0,-7.5,-8.603555,-9.9053325,11.8336,8.772,20.6056,20.68586667,64.0,48.0,112.0,90.66666667,1.0,1.0,2.0,2.333333333,1.0,3.0,4.333333333,5.333333333,0.5329,0.5621,1.095,1.107166667,28.09,59.89,87.98,105.1417887,0.0,0.89,0.89,2.013333333,0.0,2.0,2.0,7.333333333,0.0,0.0,0.0,0.0,0.0,-2.0,-2.333333333,-3.0,0.0,-0.04,-0.04,0.186666667,0.0,-6.0,-6.0,-7.471406667
MOF869,2.8561,31.9748,29.22855,64.49885,2304.0,2112.0,7992.0,4272.0,1.0,5.5,8.0,12.0,30.5,88.5,157.0,173.5,2.1904,5.9422,11.3812,13.172,0.0,-9.625,-3.775,-17.885,0.0,220.0,217.5,487.0,0.0,0.0,0.0,0.0,0.0,14.5,15.5,34.5,0.0,4.125,4.15,8.86,230.4352,449.412,721.4746,876.2034,1033.0,2028.0,2986.0,3186.0,32.0,66.0,104.0,130.0,170.0,416.0,572.0,638.0,14.4488,33.0946,48.688,56.0274,11.8336,8.772,20.6056,20.68586667,64.0,48.0,112.0,90.66666667,1.0,1.0,2.0,2.333333333,1.0,3.0,4.333333333,5.333333333,0.5329,0.5621,1.095,1.107166667,28.09,59.89,87.98,105.1417887,0.0,0.89,0.89,2.013333333,0.0,2.0,2.0,7.333333333,0.0,0.0,0.0,0.0,0.0,-2.0,-2.333333333,-3.0,0.0,-0.04,-0.04,0.186666667,0.0,-6.0,-6.0,-7.471406667,11.8336,17.544,41.452,57.5512,64.0,96.0,160.0,280.0,1.0,2.0,5.0,6.0,4.0,14.0,22.0,24.0,0.5329,1.1242,2.2265,3.0222,28.09,119.78,227.445366,259.737683,0.0,1.78,5.15,3.91,0.0,4.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,-3.0,-1.0,0.0,0.0,-0.08,0.6,0.24,0.0,-12.0,-16.41422,-17.20711
MOF870,3.61,24.624,29.07,58.862,841.0,870.0,1044.0,1624.0,1.0,4.0,6.0,12.0,16.0,40.0,72.0,96.0,1.9044,4.0848,6.3756,10.4328,0.0,-5.36,-3.9,-8.18,0.0,86.0,138.0,292.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,24.0,0.0,2.56,3.66,9.0,175.574,362.0542,571.5412,700.8746,731.0,1540.0,2164.0,2303.0,26.0,54.0,86.0,109.0,140.0,347.0,484.0,527.0,11.0706,26.1354,38.4246,43.7113,10.9696,11.016,23.36373333,18.73866667,59.0,60.0,107.3333333,82.66666667,1.0,1.333333333,2.666666667,2.333333333,2.0,6.0,8.0,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0.0,0.92,1.48,1.91,0.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.333333333,-2.333333333,0.0,-0.04,0.213333333,0.193333333,0.0,-6.6,-4.671406667,-7.371406667,7.313066667,10.04248889,15.13191111,20.13635556,39.33333333,54.22222222,75.77777778,95.55555556,0.666666667,1.111111111,1.777777778,2.444444444,2.444444444,6.0,8.888888889,12.22222222,0.361844444,0.624911111,0.939822222,1.256244444,24.65333333,67.90444444,109.3272476,147.180066,0.0,0.415555556,1.106666667,1.777777778,0.0,0.888888889,3.333333333,5.777777778,0.0,0.0,0.0,0.0,0.0,-0.444444444,-0.888888889,-1.777777778,0.0,-0.017777778,0.044444444,0.106666667,0.0,-3.066666667,-5.957135556,-8.447604444
MOF871,3.61,24.624,29.07,58.862,841.0,870.0,1044.0,1624.0,1.0,4.0,6.0,12.0,16.0,40.0,72.0,96.0,1.9044,4.0848,6.3756,10.4328,0.0,-5.36,-3.9,-8.18,0.0,86.0,138.0,292.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,24.0,0.0,2.56,3.66,9.0,170.734,350.8342,539.4212,652.6946,730.0,1528.0,2138.0,2264.0,25.0,52.0,80.0,100.0,132.0,324.0,448.0,478.0,10.9337,25.5656,37.0112,41.5912,10.9696,11.016,23.36373333,18.73866667,59.0,60.0,107.3333333,82.66666667,1.0,1.333333333,2.666666667,2.333333333,2.0,6.0,8.0,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0.0,0.92,1.48,1.91,0.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.333333333,-2.333333333,0.0,-0.04,0.213333333,0.193333333,0.0,-6.6,-4.671406667,-7.371406667,7.313066667,10.04248889,15.13191111,20.13635556,39.33333333,54.22222222,75.77777778,95.55555556,0.666666667,1.111111111,1.777777778,2.444444444,2.444444444,6.0,8.888888889,12.22222222,0.361844444,0.624911111,0.939822222,1.256244444,24.65333333,67.90444444,109.3272476,147.180066,0.0,0.415555556,1.106666667,1.777777778,0.0,0.888888889,3.333333333,5.777777778,0.0,0.0,0.0,0.0,0.0,-0.444444444,-0.888888889,-1.777777778,0.0,-0.017777778,0.044444444,0.106666667,0.0,-3.066666667,-5.957135556,-8.447604444
MOF873,2.7225,20.064,33.66,66.5115,900.0,840.0,1440.0,1950.0,1.0,4.0,8.0,16.0,16.0,48.0,96.0,136.0,1.7161,3.93,8.0696,12.3664,0.0,-5.56,-7.2,-13.91,0.0,92.0,192.0,415.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,30.0,0.0,2.24,4.32,11.52,64.268825,136.6035,199.8042,142.39975,254.75,561.0,685.5,314.5,10.0,20.5,30.0,23.5,50.5,115.5,142.5,89.5,4.1582,9.72125,12.7554,8.10675,9.2416,15.504,30.6356,10.564,49.0,84.0,113.75,28.0,1.0,2.0,4.0,1.5,4.0,12.0,15.0,4.75,0.5625,1.155,1.77,0.56625,54.76,167.24,217.6520745,75.162614,0.0,0.98,2.0825,1.085,0.0,2.0,11.75,6.5,0.0,0.0,0.0,0.0,0.0,-2.0,0.5,0.625,0.0,-0.04,0.64,0.37,0.0,-7.8,0.1875575,0.94289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF874,2.7225,17.028,12.6225,29.6505,900.0,720.0,540.0,1260.0,1.0,3.0,3.0,6.0,9.0,18.0,27.0,42.0,1.7161,2.8689,3.0261,5.895,0.0,-5.37,-2.7,-8.07,0.0,66.0,72.0,138.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.74,1.62,3.36,118.7144,219.096,337.3204,385.387,548.0,1008.0,1456.0,1420.0,16.0,32.0,48.0,58.0,80.0,192.0,256.0,250.0,7.4224,16.2624,23.0448,24.6794,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0
MOF875,2.7225,21.384,25.245,52.272,900.0,900.0,1080.0,1980.0,1.0,4.0,6.0,12.0,16.0,40.0,72.0,120.0,1.7161,3.8776,6.0522,10.9516,0.0,-6.36,-5.4,-11.88,0.0,90.0,144.0,294.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,18.0,0.0,2.28,3.24,7.36,154.5932,339.711,539.446,616.608,542.0,1272.0,1744.0,1704.0,26.0,54.0,88.0,100.0,142.0,342.0,460.0,504.0,9.8826,24.5014,35.4008,38.7764,10.5376,12.138,25.2748,29.368,56.5,66.0,122.5,86.5,1.0,1.5,3.0,4.0,2.5,7.5,13.0,11.0,0.5477,0.85855,1.5525,1.5446,41.425,113.565,186.096307,185.081535,0.0,0.935,1.6,3.235,0.0,2.0,5.5,17.5,0.0,0.0,0.0,0.0,0.0,-2.0,-2.5,0.0,0.0,-0.04,0.14,0.9,0.0,-6.9,-7.403555,-0.717775,5.9168,5.647333333,10.3028,10.03333333,32.0,25.33333333,56.0,49.33333333,0.5,0.666666667,1.0,1.166666667,1.0,2.333333333,2.833333333,4.166666667,0.26645,0.326066667,0.5475,0.607116667,14.045,33.9262805,43.99,63.8712805,0.0,0.651666667,0.445,1.096666667,0.0,2.166666667,1.0,3.166666667,0.0,0.0,0.0,0.0,0.0,-0.666666667,-0.833333333,-1.666666667,0.0,0.04,-0.02,0.02,0.0,-2.867851667,-3.0,-5.867851667
MOF876,2.7225,26.488,19.635,46.123,900.0,1120.0,840.0,1960.0,1.0,4.666666667,4.666666667,9.333333333,22.66666667,45.33333333,68.0,110.6666667,1.7161,4.462733333,4.707266667,9.17,0.0,-8.353333333,-4.2,-12.55333333,0.0,102.6666667,112.0,214.6666667,0.0,0.0,0.0,0.0,0.0,13.33333333,8.666666667,22.66666667,0.0,2.706666667,2.52,5.226666667,122.636,222.972,345.0724,399.827,1772.0,1416.0,2272.0,2372.0,16.0,32.0,48.0,58.0,80.0,192.0,256.0,250.0,8.5851,17.4482,25.4164,28.1906,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,9.5296,7.854,16.4734,25.476,934.75,169.5,343.0,391.5,1.0,1.0,2.0,3.5,1.0,3.0,5.5,7.5,1.107925,0.798875,1.59045,2.23045,337.7725,192.9475,377.945,527.868965,0.0,0.53,0.8375,2.2,0.0,22.25,44.0,95.5,0.0,0.0,0.0,0.0,0.0,-2.0,-3.5,-4.0,0.0,0.2675,0.545,1.69,0.0,5.775,13.05,36.289335
MOF877,2.7225,27.72,25.245,55.7865,900.0,1170.0,1080.0,2250.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,155.0,1.7161,4.8077,6.0522,11.3708,0.0,-8.55,-5.4,-14.01,0.0,111.0,144.0,285.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,29.0,0.0,2.88,3.24,7.04,133.2884,261.885,409.8636,472.0873333,1362.0,1368.0,2096.0,2149.333333,19.33333333,39.33333333,61.33333333,72.0,100.6666667,242.0,324.0,334.6666667,9.0176,19.79926667,28.74453333,31.7192,11.12669091,10.608,23.15243636,23.99345455,59.90909091,57.81818182,117.7272727,90.81818182,1.0,1.272727273,2.545454545,3.090909091,1.818181818,5.454545455,8.909090909,8.727272727,0.540972727,0.7238,1.344545455,1.353509091,35.36363636,89.16727273,141.4979856,155.3990191,0.0,0.914545455,1.277272727,2.573636364,0.0,2.0,3.909090909,11.36363636,0.0,0.0,0.0,0.0,0.0,-2.0,-2.272727273,-1.818181818,0.0,-0.04,0.058181818,0.454545455,0.0,-6.490909091,-6.765575455,-5.846059091,6.372072727,5.489454545,10.97890909,20.45090909,890.9090909,152.7272727,305.4545455,356.3636364,0.727272727,0.727272727,1.454545455,2.909090909,0.727272727,2.181818182,4.363636364,5.818181818,0.945163636,0.6384,1.2768,1.890327273,320.7272727,172.5818182,345.1636364,482.83536,0.0,0.298181818,0.596363636,1.701818182,0.0,21.09090909,42.18181818,91.63636364,0.0,0.0,0.0,0.0,0.0,-1.454545455,-2.909090909,-2.909090909,0.0,0.269090909,0.538181818,1.658181818,0.0,7.054545455,14.10909091,38.09874909
MOF878,2.7225,24.45046154,17.66769231,69.08930769,900.0,1033.846154,3046.153846,2926.153846,1.0,4.307692308,5.230769231,12.76923077,19.53846154,45.69230769,92.0,130.9230769,1.7161,4.119446154,7.344061538,12.33213846,0.0,-7.710769231,-2.076923077,-20.80307692,0.0,94.76923077,55.38461538,285.5384615,0.0,0.0,0.0,0.0,0.0,9.538461538,3.230769231,27.23076923,0.0,2.498461538,1.246153846,7.313846154,146.7832,265.2104,404.6436,471.523,724.0,1304.0,1920.0,1972.0,18.0,36.0,54.0,66.0,90.0,216.0,294.0,306.0,8.9138,19.0376,27.5294,30.909,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,11.0236,16.04275,19.01135,21.0865,59.3125,86.125,103.25,96.625,1.0,1.625,2.0,2.625,3.5,6.75,8.375,11.625,0.54215,0.899975,1.11375,1.3072625,36.424375,78.899375,112.74875,155.4566338,0.0,0.20875,0.918125,2.055,0.0,0.4375,2.0,7.125,0.0,0.0,0.0,0.0,0.0,-0.125,-1.375,-1.5,0.0,-0.00875,-0.04,0.17,0.0,-1.59375,-6.5625,-8.87944375
MOF879,2.7225,16.368,16.83,36.0195,900.0,690.0,720.0,1410.0,1.0,3.0,4.0,8.0,9.0,21.0,36.0,57.0,1.7161,2.8951,4.0348,7.4408,0.0,-4.97,-3.6,-8.63,0.0,67.0,96.0,193.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,1.72,2.16,4.8,149.3865333,290.0439333,449.5777333,519.8846667,663.3333333,1293.333333,1861.333333,1882.666667,20.66666667,42.0,65.33333333,77.33333333,107.3333333,258.0,349.3333333,372.0,9.236733333,20.85886667,30.1532,33.53146667,10.9696,11.016,23.7184,25.42666667,59.0,60.0,119.0,89.66666667,1.0,1.333333333,2.666666667,3.333333333,2.0,6.0,10.0,9.333333333,0.542766667,0.759733333,1.4,1.404466667,36.98,95.67333333,153.3908713,163.3143567,0.0,0.92,1.363333333,2.75,0.0,2.0,4.333333333,13.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.333333333,-1.333333333,0.0,-0.04,0.08,0.573333333,0.0,-6.6,-6.935703333,-4.478516667,7.543466667,8.950186667,13.05685333,13.20746667,40.66666667,48.26666667,70.93333333,64.26666667,0.666666667,0.933333333,1.333333333,1.6,1.733333333,3.6,4.533333333,6.4,0.359213333,0.518893333,0.738,0.827573333,22.28266667,48.03733333,69.22133333,95.07536373,0.0,0.302666667,0.605333333,1.304,0.0,0.666666667,1.333333333,4.0,0.0,0.0,0.0,0.0,0.0,-0.533333333,-1.066666667,-1.6,0.0,-0.013333333,-0.026666667,0.053333333,0.0,-2.12,-4.24,-6.668562667
MOF880,2.8561,22.5784,21.5475,47.0158,2304.0,1488.0,1440.0,2928.0,1.0,4.0,5.0,10.0,16.0,36.0,60.0,100.0,2.1904,4.3512,5.698,10.6264,0.0,-6.6,-4.3,-10.92,0.0,161.0,210.0,419.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,15.0,0.0,2.98,3.55,7.62,149.3865333,290.0439333,449.5777333,519.8846667,663.3333333,1293.333333,1861.333333,1882.666667,20.66666667,42.0,65.33333333,77.33333333,107.3333333,258.0,349.3333333,372.0,9.236733333,20.85886667,30.1532,33.53146667,10.9696,11.016,23.7184,25.42666667,59.0,60.0,119.0,89.66666667,1.0,1.333333333,2.666666667,3.333333333,2.0,6.0,10.0,9.333333333,0.542766667,0.759733333,1.4,1.404466667,36.98,95.67333333,153.3908713,163.3143567,0.0,0.92,1.363333333,2.75,0.0,2.0,4.333333333,13.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.333333333,-1.333333333,0.0,-0.04,0.08,0.573333333,0.0,-6.6,-6.935703333,-4.478516667,7.457066667,9.725733333,12.8868,13.58533333,40.16666667,52.33333333,70.0,64.33333333,0.666666667,1.0,1.333333333,1.666666667,2.0,4.0,5.0,7.0,0.3602,0.554933333,0.74,0.8471,23.17166667,50.065,71.86333333,98.88087133,0.0,0.23,0.608333333,1.333333333,0.0,0.5,1.333333333,4.333333333,0.0,0.0,0.0,0.0,0.0,-0.333333333,-1.0,-1.333333333,0.0,-0.01,-0.026666667,0.08,0.0,-1.65,-4.3,-6.335703333
MOF883,3.61,31.92,29.07,64.505,841.0,1131.0,1044.0,2059.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,140.0,1.9044,5.0646,6.3756,11.3988,0.0,-7.3,-3.9,-11.15,0.0,106.0,138.0,277.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,32.0,0.0,3.23,3.66,8.3,224.7601,467.976,743.1536,882.683,976.0,2076.0,3050.0,3074.0,33.0,70.0,110.0,138.0,180.0,450.0,654.0,706.0,14.7049,34.9426,52.1694,58.7278,11.3152,10.1184,22.5584,16.9232,61.0,55.2,110.6,86.6,1.0,1.2,2.4,2.0,1.6,4.8,6.4,6.4,0.53882,0.68068,1.215,1.07036,33.424,81.36,111.4010456,119.2185228,0.0,0.908,1.146,1.69,0.0,2.0,4.2,4.6,0.0,0.0,0.0,0.0,0.0,-2.0,-1.6,-3.2,0.0,-0.04,0.116,0.008,0.0,-6.36,-4.422844,-9.801422,9.2416,23.256,45.8736,35.568,49.0,126.0,189.0,105.0,1.0,3.0,6.0,5.0,9.0,27.0,39.0,27.0,0.5625,1.7325,2.85,1.9875,54.76,250.86,372.325228,267.297842,0.0,1.47,3.15,3.5,0.0,3.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,-0.06,0.7,1.1,0.0,-11.7,-5.91422,0.87867
MOF884,3.61,31.92,29.07,65.17,841.0,1131.0,1044.0,2204.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,155.0,1.9044,5.0646,6.3756,11.9508,0.0,-7.3,-3.9,-11.5,0.0,106.0,138.0,272.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,29.0,0.0,3.23,3.66,7.9,240.9426,503.421,810.1096,968.294,1014.0,2172.0,3232.0,3338.0,36.0,76.0,122.0,150.0,198.0,492.0,708.0,790.0,15.5716,37.268,55.9002,63.9058,11.3152,10.1184,22.7712,20.936,61.0,55.2,117.6,90.8,1.0,1.2,2.4,2.6,1.6,4.8,7.6,7.6,0.53882,0.68068,1.275,1.23686,33.424,81.36,121.4545228,139.2300912,0.0,0.908,1.076,2.194,0.0,2.0,3.2,8.2,0.0,0.0,0.0,0.0,0.0,-2.0,-2.2,-2.6,0.0,-0.04,0.036,0.236,0.0,-6.36,-5.781422,-8.065688,9.2416,23.256,46.9376,55.632,49.0,126.0,224.0,126.0,1.0,3.0,6.0,8.0,9.0,27.0,48.0,36.0,0.5625,1.7325,3.15,2.82,54.76,250.86,422.592614,367.355684,0.0,1.47,2.8,6.02,0.0,3.0,10.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,-0.06,0.3,2.24,0.0,-11.7,-12.70711,9.55734
MOF885,3.61,31.92,29.07,65.17,841.0,1131.0,1044.0,2204.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,155.0,1.9044,5.0646,6.3756,11.9508,0.0,-7.3,-3.9,-11.5,0.0,106.0,138.0,272.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,29.0,0.0,3.23,3.66,7.9,240.9426,503.421,809.7666,961.924,1014.0,2172.0,3222.0,3292.0,36.0,76.0,122.0,150.0,198.0,492.0,708.0,778.0,15.5716,37.268,55.9162,63.6142,11.3152,10.1184,22.7712,20.936,61.0,55.2,117.6,90.8,1.0,1.2,2.4,2.6,1.6,4.8,7.6,7.6,0.53882,0.68068,1.275,1.23686,33.424,81.36,121.4545228,139.2300912,0.0,0.908,1.076,2.194,0.0,2.0,3.2,8.2,0.0,0.0,0.0,0.0,0.0,-2.0,-2.2,-2.6,0.0,-0.04,0.036,0.236,0.0,-6.36,-5.781422,-8.065688,9.2416,23.256,45.8736,36.632,49.0,126.0,189.0,140.0,1.0,3.0,6.0,5.0,9.0,27.0,39.0,36.0,0.5625,1.7325,2.85,2.2875,54.76,250.86,372.325228,317.565228,0.0,1.47,3.15,3.15,0.0,3.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,-0.06,0.7,0.7,0.0,-11.7,-5.91422,-5.91422
MOF886,3.5344,31.584,28.764,64.2208,729.0,1053.0,972.0,2160.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,170.0,1.5876,4.6242,5.8212,11.4408,0.0,-7.4,-4.02,-11.6,0.0,96.0,126.0,244.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,26.0,0.0,2.63,2.94,6.04,142.5706667,284.121,451.4842667,519.4926667,594.6666667,1200.0,1746.666667,1746.666667,21.33333333,43.33333333,69.33333333,80.0,112.6666667,270.0,360.0,382.6666667,9.124266667,20.96966667,30.48266667,33.86266667,11.3152,10.1184,22.68608,26.2864,61.0,55.2,123.2,96.4,1.0,1.2,2.4,3.4,1.6,4.8,8.8,9.2,0.53882,0.68068,1.338,1.45886,33.424,81.36,137.28,165.9121824,0.0,0.908,1.104,2.866,0.0,2.0,2.4,13.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.8,-1.8,0.0,-0.04,-0.048,0.54,0.0,-6.36,-7.92,-5.751376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF887,2.8561,21.9024,25.857,53.5392,2304.0,1440.0,1728.0,3168.0,1.0,4.0,6.0,12.0,16.0,40.0,72.0,120.0,2.1904,4.3808,6.8376,12.3728,0.0,-6.2,-5.16,-11.4,0.0,162.0,252.0,510.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,18.0,0.0,2.96,4.26,9.4,154.5932,339.711,539.446,616.608,542.0,1272.0,1744.0,1704.0,26.0,54.0,88.0,100.0,142.0,342.0,460.0,504.0,9.8826,24.5014,35.4008,38.7764,10.5376,12.138,25.2748,29.368,56.5,66.0,122.5,86.5,1.0,1.5,3.0,4.0,2.5,7.5,13.0,11.0,0.5477,0.85855,1.5525,1.5446,41.425,113.565,186.096307,185.081535,0.0,0.935,1.6,3.235,0.0,2.0,5.5,17.5,0.0,0.0,0.0,0.0,0.0,-2.0,-2.5,0.0,0.0,-0.04,0.14,0.9,0.0,-6.9,-7.403555,-0.717775,5.9168,6.278,9.9201,11.61,32.0,26.0,54.0,51.0,0.5,0.75,1.0,1.375,1.25,2.75,3.625,5.125,0.26645,0.348575,0.55115,0.6633875,14.045,35.91692075,47.965,68.84788112,0.0,0.755,0.55625,1.355,0.0,2.75,1.25,4.625,0.0,0.0,0.0,0.0,0.0,-0.5,-0.875,-1.25,0.0,0.07,-0.025,0.095,0.0,-2.8017775,-3.75,-5.70266625
